nchar	israel	israeli	palestine	palestinian	arab	gaza	intifada	jewish	zionism	hamas	language	total	totalperchar	link
11103	1	0	1	1	1	1	0	56	1	0	1	62	0.0055840763757543	https://ar.wikipedia.org/wiki/%D8%A7%D9%86%D8%AF%D9%85%D8%A7%D8%AC_%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D8%AC%D8%AA%D9%85%D8%B9%D8%A7%D8%AA
10370	9	3	3	1	1	1	1	31	0	2	1	52	0.00501446480231437	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B4%D8%AA%D8%A7%D8%AA_%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%D9%8A
5920	2	0	2	2	0	1	0	5	0	0	1	12	0.00202702702702703	https://ar.wikipedia.org/wiki/%D9%8A%D9%87%D9%88%D8%AF_%D8%A3%D8%B4%D9%83%D9%86%D8%A7%D8%B2
6216	5	1	2	1	10	1	0	6	6	0	1	32	0.00514800514800515	https://ar.wikipedia.org/wiki/%D9%8A%D9%87%D9%88%D8%AF_%D8%B3%D9%81%D8%A7%D8%B1%D8%AF%D9%8A%D9%88%D9%86
2708	9	2	1	1	2	1	0	6	0	0	1	22	0.00812407680945347	https://ar.wikipedia.org/wiki/%D9%8A%D9%87%D9%88%D8%AF_%D9%85%D8%B2%D8%B1%D8%A7%D8%AD%D9%8A%D9%88%D9%86
748	0	0	1	1	0	1	0	7	0	0	1	10	0.0133689839572193	https://ar.wikipedia.org/wiki/%D9%84%D8%BA%D8%A7%D8%AA_%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
5699	2	0	5	2	2	1	0	5	0	0	1	17	0.00298297947008247	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%84%D8%BA%D8%A9_%D8%A7%D9%84%D8%B9%D8%A8%D8%B1%D9%8A%D8%A9
2252	5	0	2	2	0	1	0	0	1	0	1	11	0.00488454706927176	https://ar.wikipedia.org/wiki/%D8%B9%D8%A8%D8%B1%D9%8A%D8%A9_%D8%AA%D9%88%D8%B1%D8%A7%D8%AA%D9%8A%D8%A9_(%D9%84%D8%BA%D8%A9)
677	1	0	1	1	2	1	0	3	0	0	1	9	0.0132939438700148	https://ar.wikipedia.org/wiki/%D9%84%D9%87%D8%AC%D8%A7%D8%AA_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9_%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
2915	1	0	1	1	0	1	0	10	0	0	1	14	0.00480274442538594	https://ar.wikipedia.org/wiki/%D8%A2%D8%B1%D8%A7%D9%85%D9%8A%D8%A9_%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
903	1	0	1	1	1	1	0	2	0	0	1	7	0.00775193798449612	https://ar.wikipedia.org/wiki/%D8%A5%D8%B3%D8%A8%D8%A7%D9%86%D9%8A%D8%A9_%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
1905	1	0	1	1	1	1	0	3	0	0	1	8	0.0041994750656168	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%84%D8%BA%D8%A9_%D8%A7%D9%84%D9%8A%D8%AF%D9%8A%D8%B4%D9%8A%D8%A9
7616	2	0	1	1	0	1	0	24	0	0	1	29	0.0038077731092437	https://ar.wikipedia.org/wiki/%D9%8A%D9%87%D9%88%D8%AF_%D9%85%D8%AA%D8%AE%D9%81%D9%88%D9%86
10125	2	0	1	1	0	1	0	48	0	0	1	53	0.00523456790123457	https://ar.wikipedia.org/wiki/%D9%81%D9%84%D8%B3%D9%81%D8%A9_%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
5674	2	0	1	1	0	1	0	37	0	0	1	42	0.0074021854071202	https://ar.wikipedia.org/wiki/%D9%85%D8%A8%D8%A7%D8%AF%D8%A6_%D8%A7%D9%84%D8%A5%D9%8A%D9%85%D8%A7%D9%86_%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
516	0	0	1	1	0	1	0	1	0	0	1	4	0.00775193798449612	https://ar.wikipedia.org/wiki/%D9%85%D9%8A%D8%AA%D8%B2%D9%81%D8%A9
8103	13	4	1	1	0	1	0	17	0	0	1	37	0.0045662100456621	https://ar.wikipedia.org/wiki/%D8%B4%D8%B9%D8%A8_%D8%A7%D9%84%D9%84%D9%87_%D8%A7%D9%84%D9%85%D8%AE%D8%AA%D8%A7%D8%B1
29852	30	11	1	1	0	1	0	147	0	0	1	191	0.00639823127428648	https://ar.wikipedia.org/wiki/%D8%A7%D8%B9%D8%AA%D9%86%D8%A7%D9%82_%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
1847	0	0	1	1	0	1	0	2	0	0	1	5	0.00270709258256632	https://ar.wikipedia.org/wiki/%D9%8A%D9%88%D9%85_%D8%A7%D9%84%D9%82%D9%8A%D8%A7%D9%85%D8%A9_%D9%81%D9%8A_%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
612	1	0	1	1	1	1	0	5	0	0	1	10	0.0163398692810458	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%B3%D9%8A%D8%AD_%D9%81%D9%8A_%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
695	0	0	1	1	0	1	0	3	0	0	1	6	0.00863309352517986	https://ar.wikipedia.org/wiki/%D8%B4%D8%B1%D8%A7%D8%A6%D8%B9_%D9%86%D9%88%D8%AD_%D8%A7%D9%84%D8%B3%D8%A8%D8%B9
5922	1	0	1	1	0	1	0	18	0	0	1	22	0.00371496116176967	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A3%D8%AE%D9%84%D8%A7%D9%82_%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
8961	4	1	1	1	0	1	0	24	0	0	1	32	0.0035710300189711	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%84%D9%87_%D9%81%D9%8A_%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
2071	0	0	1	1	0	1	0	9	0	0	1	12	0.00579430226943506	https://ar.wikipedia.org/wiki/%D9%87%D8%A7%D9%84%D8%A7%D8%AE%D8%A7%D9%87
20289	5	0	2	1	2	1	0	35	0	0	1	46	0.00226723840504707	https://ar.wikipedia.org/wiki/%D9%82%D8%A8%D8%A7%D9%84%D8%A9_(%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9)
4600	4	1	6	1	1	1	0	1	1	0	1	16	0.00347826086956522	https://ar.wikipedia.org/wiki/%D8%A3%D8%B1%D8%B6_%D8%A7%D9%84%D9%85%D9%8A%D8%B9%D8%A7%D8%AF
1860	2	1	1	1	0	1	0	26	0	0	1	32	0.0172043010752688	https://ar.wikipedia.org/wiki/%D9%85%D9%86_%D9%87%D9%88_%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%9F
6694	6	3	1	1	0	1	0	37	1	0	1	50	0.00746937556020317	https://ar.wikipedia.org/wiki/%D8%AD%D8%B1%D9%83%D8%A7%D8%AA_%D8%AF%D9%8A%D9%86%D9%8A%D8%A9_%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
7066	5	0	1	1	0	1	0	36	0	0	1	44	0.00622700254741013	https://ar.wikipedia.org/wiki/%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9_%D8%A3%D8%B1%D8%AB%D9%88%D8%B0%D9%83%D8%B3%D9%8A%D8%A9
9869	18	7	2	2	0	1	0	16	2	0	1	48	0.00486371466207316	https://ar.wikipedia.org/wiki/%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9_%D8%AD%D8%B1%D9%8A%D8%AF%D9%8A%D8%A9
3967	1	0	1	1	0	1	0	4	0	0	1	8	0.00201663725737333	https://ar.wikipedia.org/wiki/%D8%AD%D8%B1%D9%83%D8%A9_%D8%A7%D9%84%D8%AD%D8%A7%D8%B3%D9%8A%D8%AF%D9%8A%D9%85
6649	3	0	1	1	0	1	0	19	2	0	1	27	0.00406076101669424	https://ar.wikipedia.org/wiki/%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9_%D8%A3%D8%B1%D8%AB%D9%88%D8%B0%D9%83%D8%B3%D9%8A%D8%A9_%D8%AD%D8%AF%D9%8A%D8%AB%D8%A9
11139	8	2	1	1	0	1	0	64	0	0	1	77	0.00691264925038154	https://ar.wikipedia.org/wiki/%D9%8A%D9%87%D9%88%D8%AF_%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D9%88%D9%86
40012	32	7	9	1	1	1	0	171	23	3	1	248	0.00619814055783265	https://ar.wikipedia.org/wiki/%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9_%D8%A5%D8%B5%D9%84%D8%A7%D8%AD%D9%8A%D8%A9
25798	15	0	11	1	1	1	0	29	0	0	1	58	0.00224823629738739	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9_%D8%A7%D9%84%D9%82%D8%B1%D8%A7%D8%A6%D9%8A%D8%A9
3524	6	0	2	2	0	1	0	26	1	0	1	38	0.010783200908059	https://ar.wikipedia.org/wiki/%D8%B9%D9%84%D9%85%D8%A7%D9%86%D9%8A%D8%A9_%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
5395	3	2	1	1	0	1	0	57	0	0	1	65	0.0120481927710843	https://ar.wikipedia.org/wiki/%D8%A5%D9%84%D8%AD%D8%A7%D8%AF_%D9%8A%D9%87%D9%88%D8%AF%D9%8A
5919	6	3	1	1	2	1	0	20	0	0	1	34	0.00574421354958608	https://ar.wikipedia.org/wiki/%D8%A3%D8%AF%D8%A8_%D9%8A%D9%87%D9%88%D8%AF%D9%8A
14857	7	1	2	2	0	1	0	8	0	0	1	21	0.00141347512956855	https://ar.wikipedia.org/wiki/%D8%AA%D9%86%D8%A7%D8%AE
28591	29	5	2	1	7	1	0	48	0	0	1	93	0.00325277185128187	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AA%D9%88%D8%B1%D8%A7%D8%A9
1297	0	0	1	1	0	1	0	5	0	0	1	8	0.00616808018504241	https://ar.wikipedia.org/wiki/%D8%A3%D8%B3%D9%81%D8%A7%D8%B1_%D8%A7%D9%84%D8%A3%D9%86%D8%A8%D9%8A%D8%A7%D8%A1
443	0	0	1	1	0	1	0	1	0	0	1	4	0.0090293453724605	https://ar.wikipedia.org/wiki/%D8%A3%D8%B3%D9%81%D8%A7%D8%B1_%D8%A7%D9%84%D9%83%D8%AA%D8%A7%D8%A8%D8%A7%D8%AA
648	0	0	1	1	0	1	0	2	0	0	1	5	0.00771604938271605	https://ar.wikipedia.org/wiki/%D8%A3%D8%AF%D8%A8_%D8%AD%D8%A7%D8%AE%D8%A7%D9%85%D9%8A
9494	3	2	1	1	1	1	0	2	0	0	1	11	0.00115862650094797	https://ar.wikipedia.org/wiki/%D9%85%D8%B4%D9%86%D8%A7%D9%87
8639	8	0	5	3	1	1	0	26	0	0	1	44	0.00509318208125941	https://ar.wikipedia.org/wiki/%D8%AA%D9%84%D9%85%D9%88%D8%AF
542	0	0	1	1	0	1	0	1	0	0	1	4	0.00738007380073801	https://ar.wikipedia.org/wiki/%D9%85%D8%AF%D8%B1%D8%A7%D8%B4
1816	0	0	1	1	0	1	0	0	0	0	1	3	0.00165198237885463	https://ar.wikipedia.org/wiki/%D9%83%D8%AA%D8%A7%D8%A8_%D8%A7%D9%84%D8%B2%D9%88%D9%87%D8%A7%D8%B1
3598	1	0	2	2	0	1	0	23	0	0	1	29	0.00806003335186215	https://ar.wikipedia.org/wiki/%D8%B4%D9%88%D9%84%D8%AD%D8%A7%D9%86_%D8%B9%D8%A7%D8%B1%D9%88%D8%AE
23089	40	18	5	3	3	1	0	18	0	2	1	90	0.00389796006756464	https://ar.wikipedia.org/wiki/%D8%A3%D8%AF%D8%A8_%D8%B9%D8%A8%D8%B1%D9%8A
1672	1	0	1	1	0	1	0	16	0	0	1	20	0.0119617224880383	https://ar.wikipedia.org/wiki/%D8%AB%D9%82%D8%A7%D9%81%D8%A9_%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
4313	2	0	1	1	1	1	0	15	0	0	1	21	0.00486900069557153	https://ar.wikipedia.org/wiki/%D8%AA%D9%82%D9%88%D9%8A%D9%85_%D8%B9%D8%A8%D8%B1%D9%8A
9831	10	5	8	2	2	1	0	22	1	0	1	51	0.00518767165090021	https://ar.wikipedia.org/wiki/%D8%A3%D8%B9%D9%8A%D8%A7%D8%AF_%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
798	0	0	1	1	0	1	0	2	0	0	1	5	0.006265664160401	https://ar.wikipedia.org/wiki/%D9%83%D8%B4%D8%B1%D9%88%D8%AA
1941	0	0	1	1	3	1	0	4	0	0	1	10	0.00515198351365276	https://ar.wikipedia.org/wiki/%D8%AD%D8%A7%D8%AE%D8%A7%D9%85
3607	2	0	1	1	0	1	0	16	0	0	1	21	0.00582201275298032	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B2%D9%88%D8%A7%D8%AC_%D9%81%D9%8A_%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
1253	0	0	1	1	0	1	0	7	0	0	1	10	0.00798084596967279	https://ar.wikipedia.org/wiki/%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89_%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
2663	0	0	1	1	1	1	0	3	0	0	1	7	0.002628614344724	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B5%D9%84%D8%A7%D8%A9_%D9%81%D9%8A_%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
691	0	0	1	1	0	1	0	1	0	0	1	4	0.00578871201157742	https://ar.wikipedia.org/wiki/%D9%82%D8%A7%D8%A6%D9%85%D8%A9_%D8%A7%D9%84%D8%B5%D9%84%D9%88%D8%A7%D8%AA_%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
1851	0	0	2	1	0	1	0	10	0	0	1	14	0.0075634792004322	https://ar.wikipedia.org/wiki/%D9%83%D9%86%D9%8A%D8%B3
1172	0	0	1	1	0	1	0	4	0	0	1	7	0.00597269624573379	https://ar.wikipedia.org/wiki/%D8%AD%D8%B2%D8%A7%D9%86
10189	11	1	1	1	0	1	0	13	2	0	1	30	0.00294435175188929	https://ar.wikipedia.org/wiki/%D8%B1%D9%85%D8%B2%D9%8A%D8%A9_%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
748	0	0	3	1	0	1	0	3	0	0	1	8	0.0106951871657754	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%AF%D9%86_%D8%A7%D9%84%D9%85%D9%82%D8%AF%D8%B3%D8%A9_%D8%A7%D9%84%D8%A3%D8%B1%D8%A8%D8%B9%D8%A9
1252	1	0	2	1	0	1	0	5	0	0	1	10	0.00798722044728434	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%82%D8%AF%D8%B3_%D9%81%D9%8A_%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
9850	6	2	10	4	9	1	0	13	8	0	1	53	0.00538071065989848	https://ar.wikipedia.org/wiki/%D8%B5%D9%81%D8%AF
4171	1	1	5	2	3	1	0	1	0	0	1	14	0.00335650923040038	https://ar.wikipedia.org/wiki/%D8%B7%D8%A8%D8%B1%D9%8A%D8%A7
70878	33	6	31	30	8	1	0	129	0	0	1	238	0.00335788255876294	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AF%D8%B1%D8%A7%D8%B3%D8%A7%D8%AA_%D8%A7%D9%84%D9%88%D8%B1%D8%A7%D8%AB%D9%8A%D8%A9_%D8%B9%D9%84%D9%89_%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF
2499	4	0	1	1	0	1	0	6	0	0	1	13	0.00520208083233293	https://ar.wikipedia.org/wiki/%D8%A3%D8%B5%D9%84_%D9%83%D9%84%D9%85%D8%A9_%D9%8A%D9%87%D9%88%D8%AF
378	0	0	1	1	0	1	0	1	0	0	1	4	0.0105820105820106	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D9%88%D8%B3%D9%88%D8%B9%D8%A9_%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
50561	17	1	2	1	7	1	0	75	0	0	1	104	0.00205692134253674	https://ar.wikipedia.org/wiki/%D8%A3%D8%AF%D9%8A%D8%A7%D9%86_%D8%A5%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85%D9%8A%D8%A9
18325	10	0	7	2	0	1	0	79	8	0	1	107	0.00583901773533424	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%B3%D9%8A%D8%AD%D9%8A%D8%A9_%D9%88%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
8907	9	1	1	1	1	1	0	31	1	0	1	46	0.00516447737734366	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%B5%D8%A7%D9%84%D8%AD%D8%A9_%D8%A7%D9%84%D9%85%D8%B3%D9%8A%D8%AD%D9%8A%D8%A9_%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
1570	0	0	1	1	0	1	0	9	0	0	1	12	0.00764331210191083	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AA%D8%B1%D8%A7%D8%AB_%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%D9%8A_%D8%A7%D9%84%D9%85%D8%B3%D9%8A%D8%AD%D9%8A
1562	1	0	1	1	0	1	0	9	0	0	1	13	0.00832266325224072	https://ar.wikipedia.org/wiki/%D9%8A%D9%87%D9%88%D8%AF_%D9%85%D8%B3%D9%8A%D8%A7%D9%86%D9%8A%D9%88%D9%86
10251	7	0	1	1	5	1	0	13	0	0	1	28	0.00273144083504048	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A5%D8%B3%D9%84%D8%A7%D9%85_%D9%88%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
828	0	0	1	1	0	1	0	0	0	0	1	3	0.0036231884057971	https://ar.wikipedia.org/wiki/%D9%85%D9%84%D9%81:Portal.svg
3529	3	0	1	1	0	1	0	12	0	0	1	18	0.00510059506942477	https://ar.wikipedia.org/wiki/%D8%A8%D9%88%D8%A7%D8%A8%D8%A9:%D8%A7%D9%84%D9%8A%D9%87%D9%88%D8%AF%D9%8A%D8%A9
187	0	0	1	1	0	1	0	0	0	0	1	3	0.0160427807486631	https://ar.wikipedia.org/wiki/%D9%82%D8%A7%D9%84%D8%A8:%D8%B5%D8%B1%D8%A7%D8%B9%D8%A7%D8%AA_%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9_%D8%AC%D8%A7%D8%B1%D9%8A%D8%A9
890	0	0	1	1	0	1	0	0	0	0	1	3	0.00337078651685393	https://ar.wikipedia.org/wiki/%D9%82%D8%A7%D8%A6%D9%85%D8%A9_%D8%A7%D9%84%D9%86%D8%B2%D8%A7%D8%B9%D8%A7%D8%AA_%D8%A7%D9%84%D9%85%D8%B3%D9%84%D8%AD%D8%A9_%D8%A7%D9%84%D8%AC%D8%A7%D8%B1%D9%8A%D8%A9
1073	0	0	1	1	0	1	0	0	0	0	1	3	0.00279589934762349	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AD%D8%B1%D8%A8_%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9_%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%8A%D8%B1%D9%88%D9%86%D9%8A%D8%A9
10074	0	0	1	1	0	1	1	0	0	0	1	4	0.000397061743101052	https://ar.wikipedia.org/wiki/%D8%AD%D8%B1%D8%A8_%D9%85%D8%A7%D9%84%D9%8A
839	0	0	1	1	0	1	0	0	0	0	1	3	0.00357568533969011	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AD%D8%B1%D8%A8_%D9%81%D9%8A_%D8%A7%D9%84%D8%B5%D9%88%D9%85%D8%A7%D9%84_(2009%E2%80%93%D8%A7%D9%84%D8%A2%D9%86)
9083	0	0	1	1	0	1	0	0	0	0	1	3	0.000330287349994495	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AD%D8%B1%D8%A8_%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9_%D8%A7%D9%84%D8%AC%D9%86%D9%88%D8%A8%D9%8A%D8%A9_%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86%D9%8A%D8%A9
13537	0	0	1	1	0	1	0	0	0	0	1	3	0.000221614833419517	https://ar.wikipedia.org/wiki/%D8%AD%D8%B1%D8%A8_%D8%AC%D9%85%D9%87%D9%88%D8%B1%D9%8A%D8%A9_%D8%A5%D9%81%D8%B1%D9%8A%D9%82%D9%8A%D8%A7_%D8%A7%D9%84%D9%88%D8%B3%D8%B7%D9%89_%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9_(2012%E2%80%93%D8%A7%D9%84%D8%A2%D9%86)
6589	0	0	1	1	0	1	0	0	0	0	1	3	0.000455304295037183	https://ar.wikipedia.org/wiki/%D8%AD%D8%B1%D8%A8_%D8%A7%D9%84%D9%85%D9%83%D8%B3%D9%8A%D9%83_%D8%B9%D9%84%D9%89_%D8%A7%D9%84%D9%85%D8%AE%D8%AF%D8%B1%D8%A7%D8%AA
6552	0	0	1	1	0	1	0	0	0	0	1	3	0.000457875457875458	https://ar.wikipedia.org/wiki/%D8%B9%D8%B5%D9%8A%D8%A7%D9%86_%D8%AE%D9%8A%D8%A8%D8%B1_%D8%A8%D8%AE%D8%AA%D9%88%D9%86%D8%AE%D9%88%D8%A7
17161	0	0	1	1	0	1	0	0	0	0	1	3	0.000174814987471593	https://ar.wikipedia.org/wiki/%D9%86%D8%B2%D8%A7%D8%B9_%D9%83%D8%B4%D9%85%D9%8A%D8%B1
2912	0	0	1	1	0	1	0	0	0	0	1	3	0.00103021978021978	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B9%D8%B5%D9%8A%D8%A7%D9%86_%D8%A7%D9%84%D9%85%D8%A7%D9%88%D9%8A-%D8%A7%D9%84%D9%86%D8%A7%D9%83%D8%B3%D8%A7%D9%84%D9%8A
8223	0	0	2	2	0	1	0	0	0	0	1	5	0.000608050589809072	https://ar.wikipedia.org/wiki/%D8%AA%D9%85%D8%B1%D8%AF_%D8%AC%D9%86%D9%88%D8%A8_%D8%AA%D8%A7%D9%8A%D9%84%D8%A7%D9%86%D8%AF
22151	3	0	1	1	3	1	0	0	0	0	1	9	0.000406302198546341	https://ar.wikipedia.org/wiki/%D8%AA%D9%85%D8%B1%D8%AF_%D8%A3%D9%86%D8%B5%D8%A7%D8%B1_%D8%A7%D9%84%D9%84%D9%87_%D8%A7%D9%84%D8%AD%D9%88%D8%AB%D9%8A%D9%8A%D9%86
187	0	0	1	1	0	1	0	0	0	0	1	3	0.0160427807486631	https://ar.wikipedia.org/wiki/%D9%82%D8%A7%D9%84%D8%A8:%D9%85%D9%86%D8%B8%D8%B1%D9%88_%D8%A7%D9%84%D8%AC%D9%87%D8%A7%D8%AF
187	0	0	1	1	0	1	0	0	0	0	1	3	0.0160427807486631	https://ar.wikipedia.org/wiki/%D9%86%D9%82%D8%A7%D8%B4_%D8%A7%D9%84%D9%82%D8%A7%D9%84%D8%A8:%D9%85%D9%86%D8%B8%D8%B1%D9%88_%D8%A7%D9%84%D8%AC%D9%87%D8%A7%D8%AF
20273	4	2	7	6	9	1	0	0	0	0	1	29	0.00143047402949736	https://ar.wikipedia.org/wiki/%D8%B3%D9%84%D9%81%D9%8A%D8%A9_%D8%AC%D9%87%D8%A7%D8%AF%D9%8A%D8%A9
5194	1	1	1	1	0	1	0	0	0	0	1	5	0.000962649210627647	https://ar.wikipedia.org/wiki/%D8%A5%D8%B3%D9%84%D8%A7%D9%85_%D8%B3%D9%8A%D8%A7%D8%B3%D9%8A
49338	1	0	2	1	6	1	0	0	0	0	1	11	0.000222951882929993	https://ar.wikipedia.org/wiki/%D8%A3%D8%A8%D9%88_%D8%AD%D9%86%D9%8A%D9%81%D8%A9_%D8%A7%D9%84%D9%86%D8%B9%D9%85%D8%A7%D9%86
5376	0	0	1	1	0	1	0	0	0	0	1	3	0.000558035714285714	https://ar.wikipedia.org/wiki/%D8%A3%D9%86%D8%B3_%D8%A8%D9%86_%D9%85%D8%A7%D9%84%D9%83
1602	0	0	1	1	0	1	0	0	0	0	1	3	0.00187265917602996	https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%85%D8%A7%D9%88%D8%B1%D8%AF%D9%8A
3709	0	0	1	1	3	1	0	0	0	0	1	6	0.00161768670800755	https://ar.wikipedia.org/wiki/%D8%A3%D8%A8%D9%88_%D8%A8%D9%83%D8%B1_%D8%A7%D9%84%D8%B7%D8%B1%D8%B7%D9%88%D8%B4%D9%8A
79191	3	3	1	1	17	2	0	0	0	0	1	27	0.000340947834981248	https://ar.wikipedia.org/wiki/%D8%A7%D8%A8%D9%86_%D8%AA%D9%8A%D9%85%D9%8A%D8%A9
38437	0	0	1	1	5	1	0	0	0	0	1	8	0.000208132788719203	https://ar.wikipedia.org/wiki/%D8%A7%D8%A8%D9%86_%D9%82%D9%8A%D9%85_%D8%A7%D9%84%D8%AC%D9%88%D8%B2%D9%8A%D8%A9
5574	0	0	1	1	0	1	0	0	0	0	1	3	0.000538213132400431	https://ar.wikipedia.org/wiki/%D8%A7%D8%A8%D9%86_%D9%83%D8%AB%D9%8A%D8%B1_%D8%A7%D9%84%D8%AF%D9%85%D8%B4%D9%82%D9%8A
53066	1	0	1	1	6	1	0	1	0	0	1	11	0.000207289036294426	https://ar.wikipedia.org/wiki/%D8%A7%D8%A8%D9%86_%D8%AE%D9%84%D8%AF%D9%88%D9%86
37155	1	0	26	2	17	1	0	3	3	1	1	54	0.00145337101332257	https://ar.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%A7%D9%84%D8%A8%D9%86%D8%A7
34230	1	0	1	1	5	1	0	0	0	0	1	9	0.000262927256792287	https://ar.wikipedia.org/wiki/%D8%B3%D9%8A%D8%AF_%D9%82%D8%B7%D8%A8
43407	0	0	1	1	18	1	0	0	0	1	1	22	0.000506830695509941	https://ar.wikipedia.org/wiki/%D8%A3%D8%A8%D9%88_%D8%A7%D9%84%D8%A3%D8%B9%D9%84%D9%89_%D8%A7%D9%84%D9%85%D9%88%D8%AF%D9%88%D8%AF%D9%8A
5330	0	0	4	2	0	1	0	0	0	0	1	7	0.00131332082551595	https://ar.wikipedia.org/wiki/%D8%A3%D8%A8%D9%88_%D9%85%D8%AD%D9%85%D8%AF_%D8%A7%D9%84%D9%85%D9%82%D8%AF%D8%B3%D9%8A
4195	0	0	4	4	1	1	0	0	0	0	1	10	0.00238379022646007	https://ar.wikipedia.org/wiki/%D8%A3%D8%A8%D9%88_%D9%82%D8%AA%D8%A7%D8%AF%D8%A9_%D8%A7%D9%84%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A
12405	1	1	1	1	4	1	0	0	0	1	1	10	0.000806126561870214	https://ar.wikipedia.org/wiki/%D9%87%D8%A7%D9%86%D9%8A_%D8%A7%D9%84%D8%B3%D8%A8%D8%A7%D8%B9%D9%8A
